ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1004	27.48	69.8	21.5	3.69	92	-10.5	4.9	41.384461	2.117417
2	107.15	1002.9	26.6	98.5	26.3	11.57	115	-10.5	4.9	41.384575	2.117148
3	109.65	1002.7	26.85	97.4	26.4	11.5	115.4	-10.4	4.9	41.384633	2.117228
4	115.08	1002.1	27.07	95.7	26.3	11.42	115.7	-10.3	5	41.384679	2.117268
5	123.22	1001.1	26.7	94.2	25.7	11.36	115.7	-10.2	4.9	41.384684	2.117171
6	131.49	1000.2	26.6	92	25.2	11.32	115.5	-10.2	4.9	41.384684	2.116924
7	135.53	999.7	26.23	90.9	24.6	11.27	115.3	-10.2	4.8	41.384764	2.116953
8	143.01	998.9	25.89	89.4	24	11.24	114.9	-10.2	4.7	41.38481	2.116987
9	151.64	997.9	25.8	88.4	23.7	11.25	114.4	-10.2	4.7	41.384782	2.11689
10	157.83	997.2	25.61	87.6	23.4	11.22	113.9	-10.3	4.6	41.384747	2.11673
11	165.13	996.4	25.8	86.6	23.4	11.16	113.2	-10.3	4.4	41.384742	2.116592
12	171.28	995.7	25.55	86	23	11.13	112.4	-10.3	4.2	41.384787	2.116569
13	175.72	995.2	25.43	85.3	22.8	11.14	111	-10.4	4	41.384816	2.116603
14	182.6	994.4	25.49	84.6	22.7	11.22	109.1	-10.6	3.7	41.384822	2.116615
15	191.22	993.5	25.46	84.1	22.6	11.38	107	-10.9	3.3	41.384822	2.116529
16	200.03	992.5	25.4	83.6	22.4	11.53	105.1	-11.1	3	41.384816	2.116397
17	205.33	991.9	25.25	83.5	22.3	11.64	103.5	-11.3	2.7	41.38485	2.116306
18	213.83	990.9	25.16	83.1	22.1	11.75	101.8	-11.5	2.4	41.384862	2.116231
19	217.53	990.5	25.1	83.3	22.1	11.88	99.9	-11.7	2	41.384856	2.116191
20	225.22	989.6	24.95	83.1	21.9	12.02	98	-11.9	1.7	41.384873	2.116162
21	230.34	989.1	24.83	83	21.7	12.15	96.3	-12.1	1.3	41.384908	2.116099
22	237.7	988.2	24.77	83.1	21.7	12.29	94.9	-12.2	1	41.384925	2.116059
23	244.88	987.4	24.65	83.3	21.6	12.4	93.4	-12.4	0.7	41.384931	2.116036
24	249.95	986.9	24.59	83.1	21.5	12.54	92.2	-12.5	0.5	41.384925	2.115996
25	256.02	986.2	24.47	83	21.4	12.66	91.3	-12.7	0.3	41.384891	2.115904
26	262.22	985.5	24.35	83.1	21.3	12.72	90.5	-12.7	0.1	41.384873	2.11579
27	269.02	984.7	24.29	83.5	21.3	12.74	89.7	-12.7	-0.1	41.384879	2.115652
28	276.76	983.9	24.22	84.1	21.4	12.79	89	-12.8	-0.2	41.384896	2.115549
29	282.37	983.2	24.16	84.1	21.3	12.83	88.3	-12.8	-0.4	41.384931	2.115503
30	289.01	982.5	24.1	84.3	21.3	12.84	87.9	-12.8	-0.5	41.384959	2.115458
31	296.58	981.6	24.01	84.6	21.3	12.87	87.4	-12.9	-0.6	41.384948	2.115395
32	300.97	981.2	23.98	84.7	21.2	12.93	86.9	-12.9	-0.7	41.384913	2.115309
33	307.06	980.5	23.93	84.9	21.2	13.02	86.4	-13	-0.8	41.384885	2.115194
34	310.87	980.1	23.93	85	21.3	13.12	86.1	-13.1	-0.9	41.384868	2.115074
35	314.66	979.6	23.9	85.2	21.3	13.19	85.9	-13.2	-0.9	41.384862	2.114988
36	319.67	979.1	23.81	85.2	21.2	13.21	85.9	-13.2	-1	41.384856	2.11493
37	327.15	978.2	23.66	85.4	21.1	13.22	85.9	-13.2	-1	41.38485	2.114873
38	334.19	977.5	23.57	85.4	21	13.22	85.8	-13.2	-1	41.384839	2.114799
39	340.86	976.7	23.48	85.6	20.9	13.22	85.8	-13.2	-1	41.384816	2.11469
40	346.64	976.1	23.45	86.3	21	13.22	85.7	-13.2	-1	41.384793	2.114564
41	353.57	975.3	23.42	86.4	21	13.21	85.6	-13.2	-1	41.384776	2.114438
42	360.43	974.5	23.37	86.4	21	13.17	85.5	-13.1	-1	41.384764	2.114329
43	368.09	973.7	23.25	86.8	20.9	13.1	85.5	-13.1	-1	41.384747	2.114243
44	376.12	972.8	23.16	87	20.9	13	85.5	-13	-1	41.384742	2.114186
45	381.93	972.1	23.07	87.2	20.8	12.84	85.4	-12.8	-1	41.384747	2.114134
46	387.77	971.5	22.99	87.5	20.8	12.65	85.2	-12.6	-1.1	41.384747	2.114094
47	395.45	970.6	22.99	87.6	20.8	12.48	84.8	-12.4	-1.1	41.384742	2.114054
48	401.37	970	22.99	87.7	20.8	12.34	84.4	-12.3	-1.2	41.384742	2.113979
49	407.58	969.3	22.96	87.8	20.8	12.21	83.9	-12.1	-1.3	41.384724	2.113893
50	411.81	968.8	22.93	88	20.8	12.08	83.7	-12	-1.3	41.384713	2.113807
51	418.52	968.1	22.84	88.1	20.8	11.9	83.6	-11.8	-1.3	41.384713	2.113716
52	424.4	967.4	22.78	88.2	20.7	11.69	83.8	-11.6	-1.3	41.384724	2.113618
53	431.18	966.7	22.73	88.3	20.7	11.45	84	-11.4	-1.2	41.384747	2.113538
54	437.78	966	22.7	88.5	20.7	11.22	84.2	-11.2	-1.1	41.38477	2.113464
55	443.61	965.3	22.64	88.8	20.7	11.02	84.3	-11	-1.1	41.384787	2.113401
56	450.95	964.5	22.55	89.1	20.7	10.85	84.6	-10.8	-1	41.384799	2.113366
57	455.27	964	22.49	89.3	20.6	10.71	84.9	-10.7	-1	41.384799	2.113326
58	462.19	963.3	22.44	89.6	20.6	10.59	85.3	-10.6	-0.9	41.384787	2.113269
59	466.12	962.8	22.38	89.8	20.6	10.47	85.8	-10.4	-0.8	41.384776	2.1132
60	472.1	962.2	22.29	90	20.6	10.34	86.4	-10.3	-0.6	41.384764	2.113137
61	477.95	961.5	22.21	90	20.5	10.21	87	-10.2	-0.5	41.384759	2.11308
62	480.3	961.3	22.18	90.1	20.5	10.1	87.5	-10.1	-0.4	41.384753	2.113017
63	485.34	960.7	22.15	90.3	20.5	10	87.8	-10	-0.4	41.384747	2.112948
64	489.9	960.2	22.06	90.2	20.4	9.9	88.1	-9.9	-0.3	41.384724	2.112874
65	493.4	959.8	22.09	90.6	20.5	9.79	88.1	-9.8	-0.3	41.384701	2.112805
66	499.62	959.1	22.01	90.3	20.3	9.68	88.1	-9.7	-0.3	41.384673	2.112765
67	505.11	958.5	21.92	90.6	20.3	9.56	88	-9.6	-0.3	41.38465	2.112742
68	511.29	957.9	21.84	89.5	20	9.45	87.8	-9.4	-0.4	41.384638	2.112707
69	515.55	957.4	21.81	87.4	19.6	9.34	87.7	-9.3	-0.4	41.384627	2.112667
70	520.19	956.9	21.72	88.5	19.7	9.22	87.6	-9.2	-0.4	41.384627	2.11261
71	525.26	956.3	21.7	88.3	19.7	9.11	87.6	-9.1	-0.4	41.384644	2.112553
72	529.28	955.9	21.7	82.7	18.6	9.02	87.5	-9	-0.4	41.384656	2.112478
73	535.05	955.2	22.27	76.5	17.9	8.93	87.5	-8.9	-0.4	41.384661	2.112409
74	539.22	954.8	22.35	79.3	18.6	8.85	87.5	-8.8	-0.4	41.384661	2.112341
75	544.76	954.2	22.27	79.5	18.6	8.76	87.6	-8.8	-0.4	41.384667	2.112266
76	548.29	953.8	22.18	79.9	18.5	8.66	87.9	-8.6	-0.3	41.384667	2.112192
77	553.6	953.2	22.04	79.6	18.3	8.55	88.4	-8.5	-0.2	41.384667	2.11214
78	556.14	952.9	22.04	80.6	18.5	8.44	89.1	-8.4	-0.1	41.384679	2.112089
79	561.69	952.3	21.81	84.5	19.1	8.31	89.9	-8.3	-0	41.384679	2.112048
80	566.18	951.8	21.58	86.4	19.2	8.19	90.7	-8.2	0.1	41.384684	2.112008
81	572.06	951.2	21.72	81.2	18.4	8.07	91.6	-8.1	0.2	41.38469	2.111963
82	577.08	950.6	21.98	76.5	17.7	7.96	92.4	-8	0.3	41.384701	2.111917
83	582.31	950.1	22.09	74.7	17.4	7.84	93.2	-7.8	0.4	41.384713	2.111865
84	587.72	949.5	22.12	73.7	17.2	7.7	94.1	-7.7	0.6	41.384719	2.111814
85	594.23	948.8	22.09	73.7	17.2	7.58	95.2	-7.5	0.7	41.384713	2.111762
86	599.27	948.2	22.04	74.4	17.3	7.46	96.2	-7.4	0.8	41.384701	2.111716
87	606.14	947.5	21.95	75.3	17.4	7.34	97.4	-7.3	0.9	41.38469	2.111659
88	611.26	946.9	21.81	75.6	17.3	7.22	98.5	-7.1	1.1	41.384684	2.111596
89	615.99	946.4	21.72	76.7	17.4	7.09	99.8	-7	1.2	41.384684	2.111539
90	621.46	945.8	21.64	77.1	17.5	6.95	101.1	-6.8	1.3	41.384701	2.111504
91	624.73	945.5	21.55	78.9	17.7	6.8	102.5	-6.6	1.5	41.384719	2.11147
92	630.77	944.8	21.47	77.2	17.3	6.66	103.9	-6.5	1.6	41.38473	2.111435
93	634.64	944.4	21.47	77.4	17.4	6.53	105.2	-6.3	1.7	41.384736	2.11139
94	640.5	943.7	21.41	76.7	17.1	6.42	106.5	-6.1	1.8	41.384736	2.111355
95	646.19	943.1	21.5	74	16.7	6.31	107.7	-6	1.9	41.384736	2.111338
96	650.54	942.7	21.58	72.9	16.5	6.22	108.9	-5.9	2	41.384724	2.111315
97	655.06	942.2	21.61	72.8	16.5	6.14	110.2	-5.8	2.1	41.384713	2.111286
98	659.12	941.7	21.64	72.5	16.5	6.06	111.4	-5.6	2.2	41.384701	2.111258
99	663.3	941.3	21.55	73.2	16.5	5.98	112.8	-5.5	2.3	41.384707	2.111229
100	667.07	940.9	21.5	73.2	16.5	5.9	114.2	-5.4	2.4	41.384719	2.111195
101	671.47	940.4	21.47	73.7	16.6	5.82	115.5	-5.2	2.5	41.384736	2.11116
102	676.74	939.8	21.44	73	16.4	5.74	116.8	-5.1	2.6	41.38477	2.111132
103	680.57	939.4	21.36	72	16.1	5.68	118	-5	2.7	41.384799	2.111097
104	683.91	939	21.55	69.1	15.6	5.62	119.4	-4.9	2.8	41.384827	2.111069
105	688.24	938.6	21.41	72.4	16.2	5.58	121	-4.8	2.9	41.384856	2.11104
106	693.96	938	21.47	65.5	14.7	5.57	122.7	-4.7	3	41.384873	2.111011
107	697.23	937.6	21.95	59.6	13.7	5.56	124.5	-4.6	3.2	41.384896	2.110977
108	702.26	937.1	22.29	58.1	13.7	5.58	126.4	-4.5	3.3	41.384919	2.110954
109	706.02	936.7	22.41	57.7	13.7	5.62	128.3	-4.4	3.5	41.384942	2.110931
110	710.35	936.2	22.44	57.3	13.6	5.68	130	-4.4	3.6	41.384959	2.110914
111	714.34	935.8	22.44	56.7	13.4	5.75	131.7	-4.3	3.8	41.384982	2.110903
112	718.83	935.3	22.47	56	13.3	5.84	133.4	-4.2	4	41.384999	2.110874
113	724.01	934.7	22.47	55.4	13.1	5.94	135.2	-4.2	4.2	41.385011	2.11084
114	727.41	934.4	22.47	55	13	6.04	137	-4.1	4.4	41.385022	2.110799
115	732.35	933.8	22.41	54.7	12.8	6.14	138.7	-4.1	4.6	41.385034	2.110759
116	735.43	933.5	22.41	54.5	12.8	6.23	140.2	-4	4.8	41.385051	2.110731
117	738.55	933.2	22.44	53.9	12.6	6.31	141.7	-3.9	5	41.385068	2.110702
118	744.81	932.5	22.41	53.4	12.5	6.39	143.1	-3.8	5.1	41.38508	2.110691
119	748.79	932.1	22.44	52.7	12.3	6.45	144.3	-3.8	5.2	41.385097	2.110673
120	751.3	931.8	22.44	52	12.1	6.49	145.4	-3.7	5.3	41.385108	2.110662
121	756.09	931.3	22.41	51.8	12	6.54	146.4	-3.6	5.5	41.385125	2.110645
122	761.1	930.7	22.41	51.5	11.9	6.6	147.4	-3.6	5.6	41.385143	2.110616
123	763.81	930.5	22.47	50.4	11.7	6.66	148.4	-3.5	5.7	41.385166	2.110587
124	767.87	930	22.47	49.4	11.4	6.73	149.4	-3.4	5.8	41.385194	2.110553
125	774.68	929.3	22.52	48.7	11.2	6.81	150.6	-3.3	5.9	41.385223	2.110519
127	783.66	928.3	22.61	47.6	10.9	6.89	151.9	-3.2	6.1	41.385292	2.110473
128	788.01	927.9	22.7	48.1	11.2	6.98	153.3	-3.1	6.2	41.385326	2.110456
129	793.08	927.3	22.73	47.9	11.1	7.09	154.6	-3	6.4	41.38536	2.110438
130	795.28	927.1	22.75	48.1	11.2	7.2	155.8	-3	6.6	41.385383	2.110421
131	798.09	926.8	22.75	48.6	11.4	7.32	156.9	-2.9	6.7	41.385412	2.110404
132	802	926.4	22.75	49.4	11.6	7.46	157.9	-2.8	6.9	41.385452	2.110398
133	805.64	926	22.73	50	11.8	7.6	158.8	-2.7	7.1	41.385492	2.110387
134	811.25	925.4	22.7	50.7	12	7.74	159.7	-2.7	7.3	41.385538	2.11037
135	815.85	924.9	22.7	50.7	12	7.88	160.5	-2.6	7.4	41.385578	2.110353
136	819.95	924.5	22.67	52.7	12.5	8.01	161.1	-2.6	7.6	41.385618	2.110335
137	825.04	923.9	22.64	52.2	12.3	8.13	161.6	-2.6	7.7	41.385658	2.110318
138	828.63	923.6	22.7	50.2	11.8	8.25	162.1	-2.5	7.8	41.385698	2.110295
139	831.89	923.2	22.73	49.4	11.6	8.36	162.4	-2.5	8	41.385733	2.110278
140	836.66	922.7	22.7	48.4	11.3	8.47	162.7	-2.5	8.1	41.385767	2.110261
141	841.29	922.2	22.75	45.5	10.4	8.58	163.1	-2.5	8.2	41.385796	2.110249
142	845.44	921.8	22.78	45.6	10.4	8.68	163.6	-2.5	8.3	41.385836	2.110238
143	849.85	921.3	22.75	45.1	10.2	8.76	164	-2.4	8.4	41.385882	2.110232
144	854.57	920.8	22.73	44.6	10.1	8.85	164.5	-2.4	8.5	41.385928	2.110232
145	858.04	920.4	22.73	44.1	9.9	8.92	165	-2.3	8.6	41.385979	2.110232
146	861.79	920	22.7	44	9.8	8.99	165.4	-2.3	8.7	41.386025	2.110226
147	867.63	919.4	22.64	45.5	10.3	9.06	165.7	-2.2	8.8	41.386065	2.110221
148	872.19	918.9	22.61	47	10.7	9.13	166	-2.2	8.9	41.386105	2.110215
149	876.11	918.5	22.55	49	11.3	9.19	166.3	-2.2	8.9	41.38614	2.110198
150	881.63	917.9	22.47	49.7	11.4	9.25	166.6	-2.1	9	41.386174	2.110175
151	886.2	917.5	22.49	49.5	11.4	9.32	166.9	-2.1	9.1	41.386208	2.110146
152	889.56	917.1	22.47	48.9	11.2	9.38	167.2	-2.1	9.1	41.386243	2.110123
153	892.67	916.8	22.47	47.8	10.9	9.45	167.4	-2.1	9.2	41.386271	2.110095
154	896.14	916.4	22.47	47.3	10.7	9.52	167.7	-2	9.3	41.386311	2.110072
155	899.11	916.1	22.47	47.5	10.8	9.58	167.9	-2	9.4	41.386357	2.110049
156	904.1	915.6	22.44	47.5	10.7	9.65	168	-2	9.4	41.386403	2.110032
157	908.81	915.1	22.44	46.9	10.5	9.71	168.1	-2	9.5	41.386455	2.11002
158	912.05	914.7	22.44	45.8	10.2	9.77	168.3	-2	9.6	41.386501	2.110009
159	915.05	914.4	22.47	45.3	10.1	9.82	168.5	-2	9.6	41.386546	2.109997
160	919.55	914	22.41	46.4	10.4	9.88	168.6	-1.9	9.7	41.386592	2.109997
161	924.48	913.4	22.41	47.5	10.7	9.93	168.9	-1.9	9.7	41.386638	2.109992
162	927.41	913.1	22.41	48.4	11	9.98	169.1	-1.9	9.8	41.386678	2.109986
163	932.18	912.6	22.38	48.4	11	10.02	169.5	-1.8	9.8	41.386718	2.109986
164	935.7	912.3	22.38	47.7	10.7	10.05	169.9	-1.8	9.9	41.38677	2.10998
165	939.74	911.8	22.35	47.6	10.7	10.09	170.4	-1.7	9.9	41.386821	2.109963
166	943.03	911.5	22.38	47.7	10.7	10.12	171	-1.6	10	41.386879	2.10994
167	948.04	911	22.35	48.2	10.9	10.16	171.8	-1.5	10.1	41.38693	2.109917
168	951.99	910.5	22.35	47.6	10.7	10.19	172.6	-1.3	10.1	41.386976	2.109906
169	955	910.2	22.32	47.6	10.7	10.23	173.5	-1.2	10.2	41.387022	2.109894
170	960.81	909.6	22.35	45.3	9.9	10.28	174.4	-1	10.2	41.387068	2.109888
171	963.72	909.3	22.38	44.8	9.8	10.34	175.3	-0.9	10.3	41.387119	2.109888
172	967.34	908.9	22.38	43.1	9.2	10.38	176	-0.7	10.4	41.387171	2.109888
