ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1010.7	22.67	79.1	18.9	0	0	-0.3	4.1	41.384329	2.117646
18	191.61	999.8	22.31	0	-36.3	4.21	176	-0.3	4.2	41.384392	2.117526
19	194.48	999.4	22.25	0	-36.4	4.32	176	-0.3	4.3	41.384369	2.117537
20	197.48	999.1	22.17	0	-36.4	4.41	175.6	-0.3	4.4	41.384398	2.117446
22	199.95	998.8	22.17	0	-36.4	4.43	175.2	-0.4	4.4	41.384541	2.117383
24	203.27	998.4	22	0	-36.5	4.44	174.9	-0.4	4.4	41.384518	2.11744
25	206.34	998.1	21.94	0	-36.5	4.47	174.3	-0.4	4.4	41.38453	2.117388
26	208.96	997.8	21.88	0	-36.6	4.47	173.6	-0.5	4.4	41.384593	2.117337
27	212.83	997.3	21.8	0	-36.6	4.5	173.5	-0.5	4.5	41.38465	2.117383
28	214.58	997.1	21.71	0	-36.7	4.61	173.8	-0.5	4.6	41.384638	2.117451
29	217.53	996.8	21.66	0	-36.7	4.76	174.4	-0.5	4.7	41.384604	2.117474
30	221.81	996.3	21.57	0	-36.8	4.94	175	-0.4	4.9	41.384633	2.11744
31	222.7	996.2	21.54	0	-36.8	5.09	175.3	-0.4	5.1	41.384701	2.11744
32	227.79	995.6	21.43	0	-36.9	5.26	175.8	-0.4	5.2	41.384764	2.117463
33	229.43	995.4	21.35	0	-36.9	5.45	176.7	-0.3	5.4	41.384799	2.11748
34	233.15	995	21.29	0	-36.9	5.67	177.1	-0.3	5.7	41.384822	2.117486
35	237.12	994.5	21.21	0	-37	5.94	177.4	-0.3	5.9	41.38485	2.117492
36	240.9	994.1	21.18	0	-37	6.22	177.9	-0.2	6.2	41.384862	2.117474
37	244.68	993.6	21.12	0	-37	6.52	178.7	-0.1	6.5	41.384856	2.11744
39	252.85	992.7	21.07	0	-37.1	6.83	179	-0.1	6.8	41.384931	2.11736
40	255.52	992.4	21.04	0	-37.1	7.13	178.9	-0.1	7.1	41.384988	2.117343
41	257.26	992.2	20.98	0	-37.1	7.43	178.6	-0.2	7.4	41.385051	2.117371
42	260.15	991.8	20.9	0	-37.2	7.72	178.4	-0.2	7.7	41.385103	2.117406
43	262.48	991.6	20.82	0	-37.2	7.95	178.1	-0.3	8	41.385131	2.117429
44	265.28	991.3	20.73	0	-37.3	8.13	177.9	-0.3	8.1	41.385148	2.117446
45	268.12	990.9	20.68	0	-37.3	8.31	177.3	-0.4	8.3	41.385166	2.117434
46	270.09	990.7	20.65	0	-37.3	8.51	176.9	-0.5	8.5	41.385171	2.117411
47	273.98	990.3	20.68	0	-37.3	8.69	176.5	-0.5	8.7	41.385194	2.117388
48	278.44	989.7	20.54	0	-37.4	8.88	176.1	-0.6	8.9	41.385229	2.117371
49	284.04	989.1	20.51	0	-37.4	9.1	175.8	-0.7	9.1	41.385274	2.117377
50	287.2	988.7	20.43	0	-37.5	9.32	175.9	-0.7	9.3	41.385326	2.117394
51	293.13	988	20.4	0	-37.5	9.5	176.2	-0.6	9.5	41.385383	2.117406
53	304.22	986.8	20.23	0	-37.6	9.62	176.7	-0.6	9.6	41.385481	2.117406
54	309.28	986.2	20.18	0	-37.6	9.71	176.9	-0.5	9.7	41.385538	2.117388
55	314.92	985.5	20.12	0	-37.6	9.8	177.1	-0.5	9.8	41.385584	2.117377
56	320.2	984.9	20.07	0	-37.7	9.91	177.4	-0.5	9.9	41.385635	2.117377
57	324.19	984.5	20.04	0	-37.7	10.02	177.6	-0.4	10	41.385693	2.117377
58	329.31	983.9	19.96	0	-37.7	10.13	177.9	-0.4	10.1	41.385756	2.117371
59	336.11	983.1	19.96	0	-37.7	10.23	178.2	-0.3	10.2	41.385813	2.117366
60	341.49	982.5	19.88	0	-37.8	10.29	178.4	-0.3	10.3	41.385876	2.117348
61	347.27	981.8	19.82	0	-37.8	10.33	178.5	-0.3	10.3	41.385928	2.117331
62	353.19	981.2	19.8	0	-37.8	10.36	178.4	-0.3	10.4	41.385968	2.117308
63	357.81	980.6	19.74	0	-37.9	10.39	178.2	-0.3	10.4	41.386014	2.117291
64	363.25	980	19.66	0	-37.9	10.43	178.1	-0.3	10.4	41.386059	2.117268
65	368.44	979.4	19.63	0	-37.9	10.48	178.1	-0.3	10.5	41.386105	2.117262
66	372.61	978.9	19.5	0	-38	10.53	178.3	-0.3	10.5	41.386168	2.117262
67	377.56	978.4	19.42	0	-38.1	10.58	178.5	-0.3	10.6	41.386231	2.117274
68	381.03	978	19.39	0	-38.1	10.6	178.8	-0.2	10.6	41.386294	2.117291
69	386.5	977.3	19.33	0	-38.1	10.6	179	-0.2	10.6	41.386363	2.117314
70	390	976.9	19.28	0	-38.1	10.56	179.3	-0.1	10.6	41.386426	2.117331
71	395.78	976.3	19.23	0	-38.2	10.51	179.6	-0.1	10.5	41.386483	2.117348
72	400.58	975.7	19.17	0	-38.2	10.43	179.9	-0	10.4	41.386535	2.117371
73	404.36	975.3	19.17	0	-38.2	10.34	180.4	0.1	10.3	41.386569	2.117371
