ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1009.6	26.85	57.4	17.7	1.75	58	2.3	14	41.384552	2.11752
2	123.66	1006.7	24.17	75.4	19.5	14.14	189.3	2.3	14	41.384736	2.117503
4	129.43	1006.1	24.3	72.7	19.1	14.1	189.3	2.3	13.9	41.384931	2.117646
5	133.87	1005.6	23.85	71.4	18.4	14.08	189.3	2.3	13.9	41.384971	2.117629
6	138.82	1005	23.67	70.5	18	14.08	189	2.2	13.9	41.385022	2.117618
7	143.17	1004.5	23.67	69.6	17.8	14.09	188.8	2.1	13.9	41.385108	2.117641
8	147.63	1004	23.64	69.1	17.6	14.09	188.5	2.1	13.9	41.3852	2.117663
9	153.36	1003.3	24.02	68.9	18	14.08	188.2	2	13.9	41.385269	2.117663
10	156.66	1002.9	23.87	68.3	17.7	14.08	188	2	13.9	41.38532	2.117669
11	160.22	1002.5	23.64	67.8	17.3	14.03	187.8	1.9	13.9	41.385395	2.117686
12	164.37	1002.1	23.52	67.4	17.1	13.96	187.8	1.9	13.8	41.385498	2.117709
13	167.7	1001.7	23.43	67.3	17	13.95	187.7	1.9	13.8	41.38559	2.117749
14	171.01	1001.3	23.38	67.9	17.1	13.94	187.7	1.9	13.8	41.385641	2.117807
15	173.36	1001	23.29	67.7	17	13.93	187.5	1.8	13.8	41.385675	2.117853
16	176.51	1000.7	23.26	68.1	17	13.91	187.4	1.8	13.8	41.385727	2.117858
17	178.74	1000.4	23.26	67.9	17	13.9	187.2	1.8	13.8	41.385796	2.117835
18	183.22	999.9	23.2	68.1	17	13.89	187.1	1.7	13.8	41.38587	2.117807
19	184.3	999.8	23.2	67.6	16.9	13.88	187	1.7	13.8	41.385945	2.11779
20	188.34	999.3	23.17	67.7	16.9	13.85	186.9	1.7	13.8	41.386031	2.117772
21	192.63	998.8	23.11	68.4	17	13.83	186.9	1.7	13.7	41.386105	2.117767
