ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1001.7	22.54	99.3	22.4	3.69	118	-8.9	-0.4	41.384501	2.117348
17	179.85	992.4	23.3	100	23.3	8.98	87.1	-9	-0.5	41.384467	2.117257
18	182.66	992.1	23.62	100	23.6	9.07	86.4	-9.1	-0.6	41.384467	2.117217
19	185.64	991.8	23.77	98.2	23.5	9.19	85.9	-9.2	-0.7	41.384518	2.117154
20	189.91	991.3	23.83	97.3	23.4	9.31	85.4	-9.3	-0.8	41.384467	2.117131
21	191.11	991.2	23.8	96.7	23.2	9.42	85	-9.4	-0.8	41.384398	2.117125
22	195.15	990.7	23.77	95.8	23.1	9.55	84.7	-9.5	-0.9	41.384381	2.117079
25	198.58	990.3	23.74	92.1	22.4	9.7	84.3	-9.7	-1	41.384461	2.116879
27	202.76	989.8	24.21	87.1	21.9	9.88	83.6	-9.8	-1.1	41.384363	2.116856
28	204.51	989.6	24.21	86.8	21.9	10.09	82.7	-10	-1.3	41.384363	2.116804
29	206	989.5	24.37	84.9	21.7	10.36	82	-10.3	-1.4	41.384409	2.116747
30	207.83	989.3	24.4	84.2	21.6	10.65	81.5	-10.5	-1.6	41.384472	2.116684
31	212.23	988.8	24.37	83.4	21.4	10.95	81.1	-10.8	-1.7	41.384467	2.116592
32	213.42	988.6	24.34	82.8	21.2	11.24	80.6	-11.1	-1.8	41.384438	2.1165
33	216.93	988.2	24.34	81.7	21	11.52	79.7	-11.3	-2.1	41.384415	2.116455
34	220.75	987.8	24.31	81.2	20.9	11.81	78.9	-11.6	-2.3	41.384415	2.116426
35	222.68	987.6	24.28	81.2	20.8	12.11	78.2	-11.8	-2.5	41.384444	2.116392
36	228.38	987	24.21	79.9	20.5	12.39	77.5	-12.1	-2.7	41.384472	2.116357
37	233.4	986.4	24.25	79.8	20.5	12.67	76.7	-12.3	-2.9	41.384455	2.116288
38	235.52	986.2	24.18	79.6	20.4	12.98	76.1	-12.6	-3.1	41.384432	2.116191
39	240.33	985.6	24.25	78.1	20.2	13.28	75.7	-12.9	-3.3	41.384392	2.116065
40	243.21	985.3	24.25	77.8	20.1	13.59	75.1	-13.1	-3.5	41.384358	2.115945
41	246.65	984.9	24.34	75.1	19.6	13.88	74.3	-13.4	-3.8	41.384352	2.115841
42	248.43	984.7	24.48	73.5	19.4	14.14	73.5	-13.6	-4	41.384358	2.11575
43	252.19	984.3	24.6	72.9	19.4	14.39	72.9	-13.8	-4.2	41.38434	2.115681
44	256.77	983.8	24.6	72.5	19.3	14.65	72.5	-14	-4.4	41.384289	2.115612
45	258.69	983.6	24.6	71.8	19.2	14.93	72.1	-14.2	-4.6	41.384237	2.115544
