ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1006.5	24.41	82.4	21.2	1.56	270	3.3	0.1	41.384455	2.11756
5	124.82	1003.4	23.85	97.7	23.5	3.26	268.1	3.3	0.1	41.384673	2.117457
6	129.94	1002.8	24.27	97.2	23.8	3.25	268.5	3.2	0.1	41.384598	2.117469
7	137.06	1002	24.33	96.7	23.8	3.2	268.5	3.2	0.1	41.384638	2.11752
8	140.93	1001.5	24.33	95.6	23.6	3.15	268.4	3.1	0.1	41.384656	2.117463
9	145.43	1001	24.36	94.6	23.4	3.13	268.1	3.1	0.1	41.384644	2.1174
10	150.74	1000.4	24.3	93.8	23.2	3.16	267.5	3.2	0.1	41.384598	2.117429
11	153	1000.2	24.21	92.9	23	3.23	266.8	3.2	0.2	41.384575	2.117532
12	154.71	1000	24.18	92.5	22.9	3.28	265.5	3.3	0.3	41.384598	2.117635
13	159.71	999.4	24.12	91.7	22.7	3.33	263.6	3.3	0.4	41.384633	2.117635
14	164.15	998.9	24.09	91.4	22.6	3.36	262.1	3.3	0.5	41.384633	2.117612
15	165.65	998.7	24.03	90.8	22.4	3.41	261.3	3.4	0.5	41.384587	2.117629
16	169.26	998.3	23.97	90.3	22.3	3.47	260.1	3.4	0.6	41.384541	2.117675
17	173.49	997.8	23.91	90.1	22.2	3.54	257.7	3.5	0.8	41.384541	2.117726
18	177.66	997.4	23.88	89.9	22.1	3.66	255.2	3.5	0.9	41.384575	2.117761
19	182.15	996.9	23.85	89.7	22.1	3.83	253.2	3.7	1.1	41.384593	2.117761
20	185	996.5	23.79	89.6	22	4.01	251.5	3.8	1.3	41.384604	2.117767
21	190.43	995.9	23.73	89.6	21.9	4.16	249.5	3.9	1.5	41.384615	2.117818
22	193.29	995.6	23.73	89.8	22	4.26	247.1	3.9	1.7	41.384627	2.117875
23	196.5	995.2	23.7	89.6	21.9	4.33	245	3.9	1.8	41.38465	2.11791
25	202.76	994.5	23.61	89.6	21.8	4.39	243.8	3.9	1.9	41.384719	2.117904
26	205.54	994.2	23.58	89.5	21.8	4.45	243.2	4	2	41.384701	2.117893
27	208.5	993.9	23.56	89.4	21.7	4.53	242.2	4	2.1	41.384667	2.117898
28	210.96	993.6	23.53	89.2	21.6	4.61	241.1	4	2.2	41.384644	2.117927
29	216.12	993	23.47	90	21.7	4.67	240.4	4.1	2.3	41.384627	2.117973
30	220.45	992.5	23.44	90.4	21.8	4.73	239.6	4.1	2.4	41.384627	2.118036
31	223.69	992.2	23.41	90.6	21.8	4.78	238.8	4.1	2.5	41.384656	2.118099
32	226.91	991.8	23.35	90.3	21.7	4.79	237.9	4.1	2.5	41.384707	2.118133
33	230.96	991.3	23.32	90.4	21.7	4.76	237.3	4	2.6	41.384747	2.118156
34	234.71	990.9	23.29	90.3	21.6	4.72	236.9	4	2.6	41.38477	2.118173
35	240.15	990.3	23.23	89.9	21.5	4.7	236.9	3.9	2.6	41.384782	2.118179
36	243.53	989.9	23.2	90.3	21.5	4.69	236.8	3.9	2.6	41.384776	2.118196
37	247.51	989.5	23.17	90	21.4	4.69	236.6	3.9	2.6	41.384776	2.118219
38	252.37	988.9	23.12	90.3	21.4	4.69	236.4	3.9	2.6	41.384776	2.118254
39	256.29	988.5	23.09	90.9	21.5	4.7	236.3	3.9	2.6	41.384776	2.118294
40	260.6	988	23.03	91.2	21.5	4.72	236	3.9	2.6	41.384799	2.118334
41	264.41	987.6	23	91.2	21.5	4.75	235.3	3.9	2.7	41.384822	2.118362
42	269.11	987	22.97	91.3	21.5	4.76	234.4	3.9	2.8	41.38485	2.118385
43	272.96	986.6	22.91	91.3	21.4	4.75	233.4	3.8	2.8	41.384873	2.118403
44	277.16	986.1	22.88	91.5	21.4	4.76	232.7	3.8	2.9	41.384885	2.118414
45	281.68	985.6	22.83	91.6	21.4	4.77	232.4	3.8	2.9	41.384891	2.118431
46	285.6	985.2	22.8	91.7	21.4	4.81	232	3.8	3	41.384891	2.118443
47	289.4	984.7	22.74	91.9	21.4	4.85	231.5	3.8	3	41.384891	2.118466
48	294.06	984.2	22.71	91.9	21.3	4.88	230.9	3.8	3.1	41.384896	2.118489
49	298.82	983.7	22.68	92.1	21.3	4.9	230.5	3.8	3.1	41.384908	2.118517
50	303.29	983.2	22.62	92.3	21.3	4.91	230.2	3.8	3.1	41.384919	2.118557
51	308.66	982.6	22.59	92.5	21.3	4.92	230.2	3.8	3.2	41.384936	2.11858
52	313.17	982.1	22.54	92.6	21.3	4.92	230.4	3.8	3.1	41.384954	2.118603
53	318	981.5	22.48	92.7	21.2	4.93	230.9	3.8	3.1	41.384971	2.11862
54	321.82	981.1	22.45	92.4	21.2	4.96	231.4	3.9	3.1	41.384976	2.11862
55	325.97	980.6	22.39	92.6	21.1	5.01	231.8	3.9	3.1	41.384988	2.118637
56	329.92	980.2	22.39	92.9	21.2	5.07	232.1	4	3.1	41.384988	2.118649
57	336.32	979.5	22.33	93	21.1	5.14	232.3	4.1	3.1	41.384994	2.118666
58	338.3	979.2	22.28	93.1	21.1	5.21	232.6	4.1	3.2	41.384994	2.118683
59	341.7	978.9	22.25	93.2	21.1	5.28	232.9	4.2	3.2	41.385011	2.118718
60	345.35	978.4	22.22	93.3	21.1	5.34	233.3	4.3	3.2	41.385039	2.118752
61	348.71	978.1	22.19	93.4	21.1	5.4	233.7	4.4	3.2	41.385074	2.118786
62	353.12	977.6	22.16	93.5	21.1	5.45	234.2	4.4	3.2	41.385114	2.118821
63	357.63	977.1	22.11	93.7	21	5.5	234.8	4.5	3.2	41.385143	2.118844
64	361.11	976.7	22.08	93.7	21	5.56	235.5	4.6	3.1	41.38516	2.118872
65	365.17	976.2	22.05	93.7	21	5.62	236.4	4.7	3.1	41.385166	2.118895
66	369.42	975.8	21.99	93.8	20.9	5.67	237.3	4.8	3.1	41.385166	2.118913
67	373.72	975.3	21.96	93.8	20.9	5.74	238.1	4.9	3	41.385171	2.118935
68	379.28	974.6	21.93	94.2	21	5.8	238.9	5	3	41.385177	2.11897
69	383.13	974.2	21.88	94.3	20.9	5.87	239.6	5.1	3	41.385188	2.11901
70	386.52	973.8	21.85	94.4	20.9	5.93	240.3	5.1	2.9	41.385211	2.119061
71	390.36	973.4	21.82	94.6	20.9	5.97	240.9	5.2	2.9	41.385234	2.119113
72	393.87	973	21.79	94.8	20.9	5.99	241.6	5.3	2.8	41.385257	2.119147
73	396.94	972.7	21.76	94.6	20.9	5.97	242.5	5.3	2.8	41.38528	2.119182
74	401.65	972.2	21.74	94.5	20.8	5.94	243.4	5.3	2.7	41.385303	2.11921
