ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1006.8	29.83	48.2	17.7	7.39	223	-1.1	6.8	41.384467	2.117451
4	164.65	999.4	28.47	69.6	22.4	6.92	171.1	-1.1	6.8	41.384593	2.117898
5	167.21	999.1	28.5	67	21.8	6.95	171.6	-1	6.9	41.384615	2.11787
7	169.07	998.9	28.31	61.8	20.3	6.98	172.2	-0.9	6.9	41.384593	2.117875
8	172.3	998.5	28.44	62.1	20.5	6.98	172.6	-0.9	6.9	41.384638	2.117847
9	174.01	998.3	28.34	59.9	19.8	6.92	172.9	-0.9	6.9	41.38473	2.117755
10	181.02	997.5	28.18	59.3	19.5	6.81	173.4	-0.8	6.8	41.384787	2.117698
12	182.88	997.3	28.05	55.5	18.3	6.73	174.1	-0.7	6.7	41.384856	2.117652
13	190.4	996.5	27.98	55	18.1	6.76	175	-0.6	6.7	41.384902	2.117629
14	197.2	995.7	27.95	55.2	18.1	6.82	176.3	-0.4	6.8	41.384936	2.117595
15	202.92	995.1	27.89	54.7	17.9	6.86	178.1	-0.2	6.9	41.384948	2.117566
16	208.57	994.4	27.79	54.6	17.8	6.88	179.8	-0	6.9	41.384948	2.117578
17	211.23	994.1	27.76	54	17.6	6.88	181.6	0.2	6.9	41.384954	2.117652
18	216.28	993.6	27.63	53.7	17.4	6.9	183.5	0.4	6.9	41.384976	2.117755
19	221.93	992.9	27.63	52.8	17.1	7.01	185.3	0.6	7	41.385034	2.117784
20	225.53	992.5	27.56	53.2	17.2	7.14	187	0.9	7.1	41.385097	2.117744
21	231.48	991.9	27.47	51.6	16.6	7.29	188.9	1.1	7.2	41.385125	2.117709
22	237.07	991.2	27.41	51.9	16.7	7.46	190.6	1.4	7.3	41.385114	2.117721
23	238.43	991.1	27.31	50.6	16.2	7.64	192.2	1.6	7.5	41.385114	2.117767
24	243.36	990.5	27.15	49.6	15.7	7.77	194.1	1.9	7.5	41.385166	2.11783
25	246.1	990.2	27.06	50.7	16	7.87	195.9	2.2	7.6	41.385229	2.11787
26	251.32	989.6	26.96	50.3	15.7	8	197.7	2.4	7.6	41.385263	2.117893
27	256.39	989.1	26.99	49.6	15.6	8.16	199.3	2.7	7.7	41.385274	2.117916
28	262.02	988.4	26.84	49.4	15.4	8.36	200.3	2.9	7.8	41.385269	2.117916
29	267.83	987.8	26.77	48.6	15	8.56	200.6	3	8	41.38528	2.117898
30	271.99	987.3	26.84	51.9	16.1	8.74	200.8	3.1	8.2	41.385315	2.117893
31	277.19	986.7	26.84	51.6	16	8.92	201.1	3.2	8.3	41.385355	2.117881
