ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1007.1	27.48	61.5	19.4	1.56	89	-3.6	6	41.384587	2.117394
11	148.24	1001.4	25.22	93.2	24	7.02	149.1	-3.6	6	41.384461	2.117366
12	155.39	1000.5	24.62	92	23.2	6.92	149.6	-3.5	6	41.384484	2.117406
14	159.86	1000	24.26	89	22.3	6.77	150.2	-3.4	5.9	41.384552	2.1174
15	160.85	999.9	24.23	87.9	22.1	6.62	150.7	-3.2	5.8	41.384552	2.117383
16	162.15	999.8	24.23	85.9	21.7	6.51	151.3	-3.1	5.7	41.384535	2.117337
17	165.85	999.4	24.23	84.5	21.4	6.47	152.2	-3	5.7	41.384593	2.11732
19	169.96	998.9	24.17	82	20.9	6.42	153.1	-2.9	5.7	41.384753	2.117331
20	174.55	998.4	24.14	80.8	20.6	6.3	153.9	-2.8	5.7	41.38477	2.11732
22	177.21	998.1	24.05	79.4	20.3	6.15	154.6	-2.6	5.6	41.384736	2.117239
23	179.24	997.8	24.05	79	20.2	5.99	155.5	-2.5	5.4	41.38477	2.117217
24	181.18	997.6	24.05	78.4	20.1	5.86	156.3	-2.4	5.4	41.384839	2.117205
25	184.62	997.2	24.02	77.7	19.9	5.74	157.1	-2.2	5.3	41.384913	2.117194
26	190.38	996.6	23.96	77.5	19.8	5.59	157.5	-2.1	5.2	41.384925	2.117205
28	193.65	996.2	23.87	76.9	19.6	5.45	157.8	-2.1	5	41.384885	2.117182
29	197.32	995.8	23.87	76.7	19.5	5.34	158.3	-2	5	41.384896	2.117148
30	200.54	995.4	23.81	76	19.3	5.26	159.2	-1.9	4.9	41.384948	2.117091
31	203.81	995	23.75	76.3	19.3	5.13	159.9	-1.8	4.8	41.385017	2.117045
32	208.42	994.5	23.69	76.2	19.2	4.96	160.5	-1.7	4.7	41.385062	2.11705
33	210.94	994.2	23.66	76.3	19.2	4.79	161.1	-1.6	4.5	41.385085	2.117102
34	214.72	993.8	23.66	76.4	19.3	4.66	162.2	-1.4	4.4	41.385103	2.117159
35	216.71	993.6	23.69	76.3	19.3	4.57	163	-1.3	4.4	41.385103	2.117194
36	218.32	993.4	23.69	76.2	19.2	4.46	163.5	-1.3	4.3	41.385085	2.117211
37	224.63	992.7	23.61	76.1	19.2	4.35	163.6	-1.2	4.2	41.385091	2.117222
38	227.97	992.3	23.58	76.1	19.1	4.28	163.6	-1.2	4.1	41.385114	2.117217
39	231.54	991.9	23.49	76.1	19	4.25	163.8	-1.2	4.1	41.385148	2.117182
40	234.65	991.5	23.49	76	19	4.23	163.9	-1.2	4.1	41.385177	2.117148
41	238.54	991.1	23.49	76.1	19	4.15	163.7	-1.2	4	41.385217	2.117125
42	240.81	990.8	23.43	76.1	19	4.07	163.5	-1.2	3.9	41.385257	2.117119
43	244.23	990.5	23.37	76.1	18.9	4.01	163	-1.2	3.8	41.385269	2.117131
44	247.58	990.1	23.34	76.1	18.9	3.95	161.9	-1.2	3.8	41.385257	2.117148
45	251.29	989.7	23.31	76.2	18.9	3.9	159.8	-1.3	3.7	41.385251	2.117159
46	254.95	989.2	23.25	76.3	18.8	3.87	157.2	-1.5	3.6	41.385246	2.117154
47	259.18	988.8	23.17	76.4	18.8	3.89	154.8	-1.7	3.5	41.385246	2.117136
48	262.24	988.4	23.17	76.3	18.8	3.95	152.7	-1.8	3.5	41.385257	2.117119
49	265.35	988.1	23.11	76.3	18.7	3.99	150.8	-1.9	3.5	41.38528	2.117096
50	268.63	987.7	23.05	76.4	18.7	4	148.8	-2.1	3.4	41.385303	2.117073
51	272.09	987.3	22.99	76.5	18.6	3.99	146.9	-2.2	3.3	41.38532	2.117068
52	275.56	986.9	22.96	76.6	18.6	3.99	144.9	-2.3	3.3	41.385349	2.117073
53	279.39	986.5	22.96	76.6	18.6	4.02	142.9	-2.4	3.2	41.385372	2.117079
54	282.25	986.2	22.96	76.6	18.6	4.06	141.1	-2.5	3.2	41.385389	2.117085
55	287.48	985.6	22.94	76.7	18.6	4.1	139.6	-2.7	3.1	41.385412	2.117073
56	290.03	985.3	22.88	76.7	18.6	4.15	138.4	-2.8	3.1	41.385435	2.117045
57	292.91	985	22.79	76.8	18.5	4.19	137.6	-2.8	3.1	41.385452	2.117022
58	297.15	984.5	22.7	76.9	18.4	4.23	136.9	-2.9	3.1	41.385469	2.116987
59	300.19	984.1	22.7	77.1	18.5	4.25	136.3	-2.9	3.1	41.385481	2.116947
60	304.19	983.7	22.65	77.3	18.5	4.28	135.9	-3	3.1	41.385498	2.116901
61	308.41	983.2	22.62	77.4	18.5	4.31	135.5	-3	3.1	41.385515	2.116861
62	311.59	982.9	22.59	77.6	18.5	4.36	135	-3.1	3.1	41.385538	2.116815
63	314.9	982.5	22.56	77.7	18.5	4.41	134.5	-3.1	3.1	41.385561	2.116775
64	318.74	982	22.53	77.7	18.4	4.46	134.2	-3.2	3.1	41.385578	2.116741
65	322.11	981.7	22.47	77.8	18.4	4.51	133.9	-3.3	3.1	41.385595	2.116724
66	325.64	981.3	22.42	77.9	18.4	4.53	133.6	-3.3	3.1	41.385601	2.116718
67	328.01	981	22.39	78.1	18.4	4.52	133.2	-3.3	3.1	41.385601	2.116718
68	331.89	980.6	22.36	78.4	18.4	4.5	132.8	-3.3	3.1	41.385607	2.116718
69	335.73	980.1	22.33	78.7	18.4	4.46	132.4	-3.3	3	41.385612	2.116707
70	339.4	979.7	22.3	78.7	18.4	4.41	132.1	-3.3	3	41.385624	2.116695
71	342.58	979.4	22.3	78.7	18.4	4.34	132	-3.2	2.9	41.385641	2.116678
72	346.83	978.9	22.3	78.8	18.4	4.25	132	-3.2	2.8	41.385653	2.116649
73	350.54	978.5	22.27	78.8	18.4	4.15	132.2	-3.1	2.8	41.385664	2.116621
74	354.97	978	22.27	78.9	18.4	4.02	132.5	-3	2.7	41.385681	2.116586
75	359.55	977.5	22.3	78.9	18.5	3.88	133	-2.8	2.6	41.385693	2.116558
76	363.41	977	22.27	78.9	18.4	3.73	133.6	-2.7	2.6	41.385704	2.11654
77	367.6	976.6	22.25	78.9	18.4	3.57	134.4	-2.6	2.5	41.385721	2.116523
78	371.66	976.1	22.13	79	18.3	3.43	135.4	-2.4	2.4	41.385738	2.116512
79	375.65	975.7	22.1	79.1	18.3	3.29	136.4	-2.3	2.4	41.38575	2.116506
80	379.58	975.2	22.05	79.2	18.3	3.17	137.3	-2.1	2.3	41.385767	2.1165
81	383.98	974.7	21.99	79.3	18.2	3.04	138	-2	2.3	41.385779	2.116489
82	388.33	974.2	21.96	79.3	18.2	2.93	138.5	-1.9	2.2	41.385784	2.116483
83	393.03	973.7	21.93	79.4	18.2	2.83	138.8	-1.9	2.1	41.385796	2.116472
84	397.4	973.2	21.9	79.4	18.2	2.75	139.1	-1.8	2.1	41.385813	2.116455
85	402.81	972.6	21.88	79.5	18.2	2.67	139.6	-1.7	2	41.385819	2.116437
86	407.63	972.1	21.82	79.6	18.1	2.6	140.3	-1.7	2	41.385836	2.11642
87	411.76	971.6	21.82	79.6	18.1	2.53	141.1	-1.6	2	41.385847	2.116397
88	416.19	971.1	21.71	79.8	18.1	2.45	141.9	-1.5	1.9	41.385859	2.116386
89	421.65	970.5	21.62	80	18	2.35	142.5	-1.4	1.9	41.385876	2.11638
90	426.56	970	21.73	79.9	18.1	2.24	143.1	-1.3	1.8	41.385893	2.116386
91	432.21	969.3	21.59	80.3	18.1	2.12	143.4	-1.3	1.7	41.385899	2.116397
92	437.35	968.8	21.48	80.7	18	1.98	143.4	-1.2	1.6	41.385905	2.116409
93	442.49	968.2	21.42	80.8	18	1.84	143.1	-1.1	1.5	41.385905	2.116409
94	447.61	967.6	21.4	81	18	1.7	142.2	-1	1.3	41.385899	2.116397
95	452	967.1	21.45	80.9	18	1.57	140.7	-1	1.2	41.385899	2.116386
96	456.33	966.7	21.48	80.9	18.1	1.44	138.7	-1	1.1	41.385905	2.116374
97	461.36	966.1	21.48	81	18.1	1.33	136	-0.9	1	41.38591	2.116369
98	466.67	965.5	21.45	81	18.1	1.22	132.8	-0.9	0.8	41.385916	2.116363
99	471.99	964.9	21.42	80.9	18	1.13	129	-0.9	0.7	41.385922	2.116357
100	476.86	964.4	21.4	81	18	1.04	124.4	-0.9	0.6	41.385928	2.116357
101	481.69	963.8	21.37	81	18	0.96	118.5	-0.8	0.5	41.385933	2.116357
102	487.15	963.2	21.34	81	17.9	0.92	111.8	-0.9	0.3	41.385933	2.116363
103	492.15	962.7	21.34	81	17.9	0.92	105	-0.9	0.2	41.385933	2.116363
104	497.07	962.1	21.31	81	17.9	0.98	98.9	-1	0.2	41.385939	2.116363
105	501.89	961.6	21.34	81	17.9	1.07	94.1	-1.1	0.1	41.385945	2.116351
106	507.29	961	21.34	81	17.9	1.19	90.4	-1.2	0	41.385956	2.116346
107	512.16	960.5	21.2	81.1	17.8	1.33	87.2	-1.3	-0.1	41.385962	2.11634
108	517.24	959.9	21.17	81.1	17.8	1.49	84.5	-1.5	-0.1	41.385962	2.116334
109	520.25	959.6	21.14	81.2	17.8	1.64	82.1	-1.6	-0.2	41.385962	2.116323
110	525.26	959	21.09	81.3	17.8	1.79	80.3	-1.8	-0.3	41.38595	2.116323
111	530.45	958.4	21.06	81.4	17.8	1.94	79	-1.9	-0.4	41.385933	2.116317
112	535.63	957.9	21.09	81.5	17.8	2.08	78.2	-2	-0.4	41.38591	2.116323
113	540.76	957.3	21.14	81.5	17.8	2.21	77.5	-2.2	-0.5	41.385893	2.116317
114	545.48	956.8	21.12	81.8	17.9	2.33	76.9	-2.3	-0.5	41.385882	2.116306
115	549.06	956.4	21.12	81.6	17.8	2.45	76.5	-2.4	-0.6	41.385876	2.1163
116	552.53	956	21.17	81.5	17.9	2.57	76.1	-2.5	-0.6	41.385882	2.116288
117	557.51	955.5	21.26	81.4	17.9	2.69	75.8	-2.6	-0.7	41.385893	2.116271
118	558.81	955.3	21.26	81.4	17.9	2.81	75.7	-2.7	-0.7	41.385905	2.116248
119	563.43	954.8	21.2	81.5	17.9	2.95	75.7	-2.9	-0.7	41.38591	2.116243
120	567.89	954.3	21.17	81.4	17.9	3.1	75.9	-3	-0.8	41.385905	2.116237
121	572.24	953.8	21.28	80.9	17.9	3.26	76.5	-3.2	-0.8	41.385887	2.116231
122	578.88	953.1	21.42	80.4	17.9	3.43	77.4	-3.3	-0.7	41.385882	2.116202
123	582.09	952.8	21.54	79.3	17.8	3.61	78.4	-3.5	-0.7	41.385876	2.116162
124	586.42	952.3	21.79	78.1	17.8	3.79	79.4	-3.7	-0.7	41.385865	2.116094
125	592	951.7	21.99	77.2	17.8	3.97	80.2	-3.9	-0.7	41.385859	2.116025
126	598.04	951	22.02	76.5	17.7	4.13	80.8	-4.1	-0.7	41.385853	2.115973
127	602.49	950.5	22.25	74.7	17.5	4.28	81.2	-4.2	-0.7	41.385847	2.115933
128	605.94	950.2	22.39	72.9	17.3	4.42	81.5	-4.4	-0.7	41.385842	2.11591
129	612.75	949.4	22.91	69.4	17	4.55	81.8	-4.5	-0.7	41.385842	2.115916
130	616.3	949	23.2	68.3	17	4.69	82	-4.6	-0.6	41.385847	2.115922
131	619.78	948.7	23.28	67.7	17	4.84	82.4	-4.8	-0.6	41.385847	2.115927
132	625.76	948	23.25	67.3	16.9	5.02	82.6	-5	-0.6	41.385836	2.115927
133	629.33	947.6	23.23	66.8	16.7	5.19	82.7	-5.1	-0.7	41.38583	2.11591
134	633.03	947.2	23.2	66.2	16.5	5.34	82.7	-5.3	-0.7	41.385824	2.115876
135	638.95	946.6	23.17	65.6	16.4	5.47	82.7	-5.4	-0.7	41.385836	2.115819
136	641.2	946.3	23.14	65.5	16.3	5.56	82.8	-5.5	-0.7	41.385836	2.115756
137	645.82	945.8	23.11	65.1	16.2	5.64	83	-5.6	-0.7	41.385842	2.115692
