ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1007.7	23.59	87.7	21.4	3.69	218	3.9	1.6	41.384375	2.117429
19	178.99	998.5	22.76	98.3	22.5	4.19	247	3.9	1.6	41.384151	2.117818
21	207.16	995.3	23.51	98.5	23.3	4.12	245.9	3.8	1.7	41.384323	2.117767
26	210.59	994.9	23.37	96	22.7	4.01	244.5	3.6	1.7	41.384512	2.117778
28	214.54	994.5	23.28	95.2	22.5	3.88	243.5	3.5	1.7	41.384478	2.117824
29	217.8	994.1	23.19	94.9	22.3	3.75	243.4	3.4	1.7	41.384495	2.117801
31	219.32	993.9	23.14	94.5	22.2	3.65	243.4	3.3	1.6	41.384627	2.117738
32	222.22	993.6	23.08	94.1	22.1	3.57	242.6	3.2	1.6	41.384684	2.11779
33	223.41	993.5	23.05	94.2	22.1	3.48	241.5	3.1	1.7	41.384707	2.11787
34	225.71	993.2	23.02	94	22	3.39	240.8	3	1.7	41.384679	2.117933
35	228.66	992.9	22.99	93.7	21.9	3.28	240.9	2.9	1.6	41.384638	2.117944
36	229.59	992.8	22.96	93.8	21.9	3.18	242	2.8	1.5	41.38461	2.117921
37	230.84	992.6	22.9	93.9	21.9	3.12	244	2.8	1.4	41.384587	2.117893
39	239.62	991.6	22.79	93.7	21.7	3.14	246.6	2.9	1.2	41.384587	2.117887
40	242.9	991.2	22.76	93.9	21.7	3.21	248.4	3	1.2	41.384621	2.117933
41	245	991	22.7	93.9	21.7	3.34	248.8	3.1	1.2	41.384667	2.118007
42	247.53	990.7	22.65	94	21.6	3.5	248.3	3.3	1.3	41.384701	2.118099
43	251.24	990.3	22.62	94.1	21.6	3.66	248.4	3.4	1.3	41.384719	2.118173
44	256.64	989.7	22.59	94.1	21.6	3.78	249.1	3.5	1.3	41.384742	2.118196
45	259.86	989.3	22.53	94.2	21.5	3.88	249.7	3.6	1.3	41.384764	2.118173
46	262.17	989.1	22.47	94.4	21.5	3.93	249.5	3.7	1.4	41.38477	2.118122
47	265.16	988.7	22.45	94.5	21.5	3.97	248.4	3.7	1.5	41.384759	2.11807
48	266.92	988.5	22.39	94.5	21.5	4	246.6	3.7	1.6	41.384736	2.118042
49	270.27	988.2	22.36	94.7	21.5	4.02	244.4	3.6	1.7	41.384707	2.11803
50	275.43	987.6	22.3	94.7	21.4	4	242.2	3.5	1.9	41.38469	2.118036
51	279.27	987.1	22.27	94.6	21.4	3.96	240.4	3.4	2	41.384696	2.118047
52	284.55	986.5	22.22	95	21.4	3.85	239.2	3.3	2	41.38473	2.118076
53	287.61	986.2	22.16	95.1	21.3	3.69	238.2	3.1	1.9	41.384764	2.11811
54	291.58	985.7	22.13	95.1	21.3	3.5	237	2.9	1.9	41.384782	2.118145
55	295.57	985.3	22.1	95.3	21.3	3.33	236	2.8	1.9	41.384776	2.118179
56	298.98	984.9	22.05	95.4	21.3	3.21	236	2.7	1.8	41.384742	2.118208
57	302.43	984.5	22.02	95.5	21.3	3.12	237.5	2.6	1.7	41.384707	2.118248
58	305.19	984.2	21.99	95.6	21.3	3.05	239.9	2.6	1.5	41.384696	2.118288
59	310.1	983.7	21.93	95.8	21.2	2.99	242.7	2.7	1.4	41.384724	2.118334
60	314.5	983.2	21.88	96	21.2	2.93	245.5	2.7	1.2	41.384764	2.118368
61	318.67	982.7	21.82	96.1	21.2	2.89	247.9	2.7	1.1	41.384816	2.118397
62	322.01	982.3	21.79	96.1	21.1	2.88	250.2	2.7	1	41.384856	2.118431
63	324.7	982	21.76	96.3	21.1	2.9	252.3	2.8	0.9	41.384896	2.118466
64	327.86	981.6	21.74	96.5	21.2	2.93	253.9	2.8	0.8	41.384925	2.118494
65	331.16	981.3	21.68	96.5	21.1	2.98	255	2.9	0.8	41.384948	2.1185
66	334.15	980.9	21.65	96.6	21.1	3.02	255	2.9	0.8	41.384959	2.118489
67	337.55	980.6	21.62	96.7	21.1	3.05	253.8	2.9	0.8	41.384959	2.11846
68	341.38	980.1	21.6	96.9	21.1	3.07	251.6	2.9	1	41.384959	2.118426
69	346.83	979.5	21.54	97	21	3.1	248.8	2.9	1.1	41.384959	2.118397
70	353.05	978.8	21.48	97.1	21	3.13	246.1	2.9	1.3	41.384959	2.11838
71	358.29	978.2	21.43	97.2	21	3.14	244	2.8	1.4	41.384959	2.118374
72	362.58	977.7	21.4	97.2	20.9	3.13	242.6	2.8	1.4	41.384954	2.118397
73	365.36	977.4	21.34	97.4	20.9	3.1	241.7	2.7	1.5	41.384942	2.118443
74	369.59	977	21.31	97.5	20.9	3.04	240.9	2.7	1.5	41.384925	2.118517
75	373.5	976.5	21.26	97.7	20.9	2.98	240.4	2.6	1.5	41.384908	2.118592
76	377.72	976	21.23	97.8	20.9	2.91	240.3	2.5	1.4	41.384891	2.118643
77	381.93	975.6	21.18	97.9	20.8	2.84	240.9	2.5	1.4	41.384868	2.11866
78	386.76	975	21.15	98	20.8	2.77	242.2	2.4	1.3	41.384845	2.118643
79	392.72	974.4	21.09	98.2	20.8	2.7	244.3	2.4	1.2	41.384833	2.118609
80	399.37	973.6	21.04	98.3	20.8	2.64	247	2.4	1	41.384833	2.118586
81	405.66	972.9	20.98	98.4	20.7	2.61	249.9	2.5	0.9	41.384839	2.118574
82	411.17	972.3	20.92	98.5	20.7	2.62	252.5	2.5	0.8	41.38485	2.11858
83	416.12	971.7	20.87	98.5	20.6	2.65	254.3	2.6	0.7	41.384862	2.11858
84	420.2	971.3	20.81	98.6	20.6	2.71	255.1	2.6	0.7	41.384891	2.118592
85	424.38	970.8	20.76	98.8	20.6	2.79	254.9	2.7	0.7	41.384919	2.11862
86	428.27	970.4	20.87	97.1	20.4	2.87	254.1	2.8	0.8	41.384942	2.11866
87	431.93	970	21.01	96.3	20.4	2.96	252.9	2.8	0.9	41.384965	2.118718
88	435.41	969.6	21.06	95.9	20.4	3.03	251.4	2.9	1	41.384988	2.118775
89	439.38	969.1	21.12	95.1	20.3	3.09	249.9	2.9	1.1	41.385011	2.118821
90	442.93	968.7	21.18	94.7	20.3	3.14	248.4	2.9	1.2	41.385034	2.118844
