ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1004.4	25.53	50	14.3	5.83	202	0.4	4.7	41.384484	2.117509
17	188.59	994.1	24.41	76.6	20	4.76	185	0.4	4.7	41.384673	2.117371
18	193.04	993.6	24.29	74.2	19.4	4.83	184.9	0.4	4.8	41.384679	2.117297
19	197.16	993.1	24.29	72.3	19	4.94	185.2	0.4	4.9	41.384719	2.117257
20	200.04	992.8	24.22	70.5	18.5	4.99	185.7	0.5	5	41.384736	2.117371
21	202.48	992.5	24.19	68.4	18	5.03	186.2	0.5	5	41.384684	2.117451
22	205.82	992.1	24.19	66.4	17.5	5.09	186.6	0.6	5.1	41.384673	2.1174
23	207.15	992	24.16	65	17.2	5.15	186.5	0.6	5.1	41.384742	2.117303
25	213.31	991.3	24.01	62.2	16.3	5.23	186.6	0.6	5.2	41.384868	2.117205
26	216.03	991	23.95	61.2	16	5.34	187	0.7	5.3	41.384885	2.11728
27	218.56	990.7	23.86	60.4	15.7	5.39	187.4	0.7	5.3	41.384873	2.117371
28	221.62	990.3	23.81	59.6	15.5	5.42	188	0.8	5.4	41.384845	2.117366
30	225.77	990	23.66	58.6	15.1	5.42	188.9	0.8	5.4	41.384787	2.117314
31	229.46	989.5	23.57	58.2	14.9	5.39	190.2	1	5.3	41.384822	2.117331
32	231.08	989.5	23.57	57.9	14.8	5.36	191.3	1.1	5.3	41.384868	2.117343
34	235.33	989.1	23.45	57.4	14.6	5.33	192	1.1	5.2	41.384919	2.117285
35	240.28	988.5	23.42	57.3	14.5	5.32	192.4	1.1	5.2	41.384936	2.117314
36	243.31	988.2	23.36	57.2	14.4	5.33	193.4	1.2	5.2	41.384948	2.117343
37	246.67	987.8	23.3	57.1	14.3	5.33	195	1.4	5.2	41.384948	2.117337
40	258	986.5	23.19	57.1	14.2	5.33	196.7	1.5	5.1	41.384959	2.117366
41	260.85	986.2	23.13	57	14.1	5.31	198	1.6	5.1	41.385005	2.1174
42	264.6	985.8	23.13	57.1	14.2	5.31	198.9	1.7	5	41.385051	2.117446
43	269.26	985.2	23.07	57.2	14.1	5.32	199.5	1.8	5	41.385085	2.117486
44	274.03	984.7	23.01	57.2	14.1	5.36	199.8	1.8	5	41.385114	2.117509
45	279.18	984.1	22.92	56.9	13.9	5.39	199.8	1.8	5.1	41.38512	2.117486
46	280.47	984	22.92	57.2	14	5.4	199.8	1.8	5.1	41.38512	2.117451
47	282.61	983.7	22.92	57.3	14	5.44	200.1	1.9	5.1	41.385131	2.11744
48	285.11	983.4	22.86	57.3	14	5.49	200.7	1.9	5.1	41.385171	2.117446
49	288.67	983	22.78	57.5	14	5.52	201.2	2	5.2	41.38524	2.117469
50	293.71	982.5	22.69	57.6	13.9	5.6	201	2	5.2	41.385292	2.117492
51	297.31	982.1	22.63	57.7	13.9	5.7	200.2	2	5.4	41.38532	2.117509
52	301.24	981.6	22.6	57.8	13.9	5.8	199.2	1.9	5.5	41.385337	2.117549
53	304.88	981.2	22.55	57.8	13.8	5.88	198.3	1.8	5.6	41.385355	2.117589
54	310.5	980.6	22.49	57.9	13.8	5.92	197.5	1.8	5.6	41.385383	2.1176
55	315.27	980	22.43	58	13.8	5.93	196.8	1.7	5.7	41.385406	2.117595
56	320.47	979.4	22.37	58	13.7	5.97	196.4	1.7	5.7	41.385418	2.117583
57	325.05	978.9	22.31	58.1	13.7	6.07	196.1	1.7	5.8	41.385435	2.117589
58	329.63	978.4	22.29	58.3	13.7	6.19	195.7	1.7	6	41.385469	2.117606
59	335.23	977.8	22.23	58.3	13.7	6.31	195.2	1.7	6.1	41.385498	2.117629
60	340.19	977.2	22.14	58.2	13.5	6.41	194.6	1.6	6.2	41.385521	2.117658
61	345.38	976.6	22.11	58.3	13.5	6.45	193.8	1.5	6.3	41.385544	2.117686
62	351.43	976	22.06	58.5	13.5	6.47	192.9	1.4	6.3	41.385572	2.117709
63	357.18	975.3	21.97	58.5	13.5	6.49	192.1	1.4	6.3	41.38559	2.117709
64	362.63	974.7	21.91	58.6	13.4	6.51	191.2	1.3	6.4	41.385601	2.117698
65	369.16	974	21.86	58.8	13.4	6.54	190.4	1.2	6.4	41.385595	2.117692
66	376.98	973.1	21.8	59.3	13.5	6.58	189.6	1.1	6.5	41.385595	2.117698
