ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1006.4	24.78	74.3	19.9	1.36	277	6.6	-2.7	41.384495	2.117451
18	179.88	997.1	24.56	95.2	23.7	7.12	292.8	6.6	-2.8	41.384295	2.117744
19	184	996.6	24.59	94	23.6	7.14	293.3	6.6	-2.8	41.384363	2.117663
27	191.4	995.8	24.23	87	21.9	7.14	293.9	6.5	-2.9	41.384329	2.117772
28	193.8	995.6	24.17	86.8	21.8	7.14	294.3	6.5	-2.9	41.384335	2.117864
30	197.1	995.2	24.08	86.3	21.6	7.15	294.5	6.5	-3	41.384237	2.117996
31	199.92	994.9	24.02	86	21.5	7.16	294.3	6.5	-2.9	41.384192	2.118007
32	203.12	994.5	23.96	85.8	21.4	7.15	294.2	6.5	-2.9	41.384169	2.118042
33	207.43	994	23.9	85.7	21.4	7.16	294	6.5	-2.9	41.384163	2.118099
34	211.9	993.5	23.81	85.6	21.2	7.17	293.5	6.6	-2.9	41.384174	2.118145
35	215.75	993.1	23.75	85.5	21.2	7.19	292.8	6.6	-2.8	41.384209	2.118185
36	221.11	992.5	23.72	85.5	21.1	7.23	291.8	6.7	-2.7	41.384226	2.118231
37	227.13	991.8	23.63	85.6	21.1	7.25	290.5	6.8	-2.5	41.384214	2.118259
38	229.33	991.5	23.6	85.5	21	7.28	288.9	6.9	-2.4	41.384192	2.118282
39	231.56	991.3	23.6	85.5	21	7.34	287.5	7	-2.2	41.38418	2.118334
40	235.95	990.8	23.51	85.7	21	7.36	286.5	7.1	-2.1	41.384169	2.118414
41	240.94	990.2	23.48	85.7	20.9	7.33	285.4	7.1	-1.9	41.384151	2.118483
42	244.75	989.8	23.46	85.9	21	7.3	284.4	7.1	-1.8	41.384134	2.118511
43	248.15	989.4	23.43	86	21	7.27	283.2	7.1	-1.7	41.384111	2.118506
44	252.92	988.9	23.37	86	20.9	7.22	281.9	7.1	-1.5	41.3841	2.1185
45	257.51	988.4	23.31	86	20.8	7.16	280.9	7	-1.4	41.384088	2.118523
46	262.08	987.9	23.25	86.3	20.8	7.11	280.4	7	-1.3	41.384065	2.118563
47	265.93	987.4	23.19	86.3	20.8	7.05	279.9	6.9	-1.2	41.384054	2.118615
48	267.88	987.2	23.16	86.5	20.8	6.99	279.6	6.9	-1.2	41.384054	2.118672
49	271.53	986.8	23.13	86.8	20.8	6.91	279.4	6.8	-1.1	41.38406	2.118752
50	274.99	986.4	23.13	86.8	20.8	6.8	278.8	6.7	-1	41.384054	2.118832
51	278.77	986	23.13	86.7	20.8	6.69	278	6.6	-0.9	41.384054	2.118901
52	283.29	985.5	23.08	87	20.8	6.57	277.5	6.5	-0.9	41.384065	2.118958
53	288.93	984.8	22.99	87.1	20.7	6.45	277.1	6.4	-0.8	41.384083	2.118998
54	293.47	984.3	23.02	86.6	20.7	6.37	276.9	6.3	-0.8	41.3841	2.119033
55	298	983.8	23.16	85.8	20.6	6.32	276.8	6.3	-0.7	41.3841	2.119067
56	302.13	983.3	23.16	85.3	20.6	6.27	276.4	6.2	-0.7	41.384088	2.119119
57	305.37	983	23.16	84.9	20.5	6.22	275.8	6.2	-0.6	41.384083	2.119165
