ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1001.5	25.77	50.3	14.7	1.94	44	-7.8	2.6	41.384444	2.117469
15	183.68	991.7	23.31	79.4	19.5	8.18	108.3	-7.8	2.6	41.384358	2.117417
16	191.12	990.8	23.34	78.2	19.3	8.12	108.4	-7.7	2.6	41.384403	2.117388
17	196.35	990.2	23.34	76.3	18.9	8.1	108.6	-7.7	2.6	41.384467	2.117394
18	198.92	989.9	23.28	74.7	18.5	8.17	108.7	-7.7	2.6	41.384403	2.117348
19	202.92	989.5	23.19	73.1	18.1	8.26	108.8	-7.8	2.7	41.38434	2.117222
20	205.3	989.2	23.11	71.7	17.7	8.36	109.4	-7.9	2.8	41.384386	2.117096
22	209.58	988.8	22.9	69.5	17	8.45	110.3	-7.9	2.9	41.384541	2.117056
24	212.8	988.4	22.79	68	16.6	8.47	111.1	-7.9	3.1	41.384467	2.116987
25	215.56	988.1	22.76	67.2	16.4	8.42	111.8	-7.8	3.1	41.384449	2.116884
26	219.78	987.6	22.7	66.6	16.2	8.32	112.4	-7.7	3.2	41.384495	2.116775
27	224.38	987.1	22.67	66.4	16.1	8.28	113.1	-7.6	3.2	41.384564	2.11673
28	228.36	986.7	22.61	65.7	15.9	8.28	113.7	-7.6	3.3	41.384598	2.116764
29	229.81	986.5	22.56	65.2	15.7	8.27	114.1	-7.6	3.4	41.38461	2.11681
30	233.15	986.1	22.56	64.7	15.6	8.25	114.3	-7.5	3.4	41.384598	2.116838
31	237.91	985.6	22.53	64.8	15.6	8.21	114.8	-7.5	3.4	41.384604	2.11681
32	242.12	985.1	22.61	64.4	15.6	8.2	115.4	-7.4	3.5	41.384615	2.116724
33	244.46	984.8	22.56	64.5	15.5	8.17	115.7	-7.4	3.5	41.384644	2.116609
34	248.25	984.4	22.44	64.4	15.4	8.13	115.3	-7.4	3.5	41.384701	2.116506
35	251.69	984	22.35	64.4	15.3	8.1	115.3	-7.3	3.5	41.384747	2.116443
36	254.44	983.7	22.24	64.4	15.2	8.07	115.7	-7.3	3.5	41.384764	2.116449
