ftr_time	ftr_alt	ftr_pres	ftr_temp	ftr_hum	ftr_DP	ftr_WF	ftr_WD	ftr_VEF	ftr_VNF	ftr_LAT	ftr_LON
0	98	1006.6	24.27	48.2	12.6	0	0	-5.7	4.4	41.384455	2.117434
17	171.87	998	21.86	55.4	12.5	7.18	127.6	-5.7	4.4	41.384667	2.117635
20	188.98	996.1	21.21	53.2	11.3	7.14	126.6	-5.7	4.3	41.384507	2.117411
30	207.11	993.9	20.62	51.9	10.4	7.12	125.5	-5.8	4.1	41.384782	2.116959
31	209.52	993.6	20.59	51.6	10.3	7.13	124.4	-5.9	4	41.384787	2.116884
35	224.62	991.9	19.93	51.4	9.6	7.15	123.4	-6	3.9	41.384873	2.116661
36	229.11	991.4	19.96	51	9.5	7.19	122.3	-6.1	3.8	41.384919	2.116615
37	234.31	990.8	19.93	50.9	9.5	7.22	121.3	-6.2	3.7	41.384936	2.116563
38	240.25	990.1	19.85	51	9.4	7.21	120.2	-6.2	3.6	41.384942	2.116535
40	254.45	988.5	19.74	51.6	9.5	7.18	119.2	-6.3	3.5	41.384976	2.116518
41	262.06	987.6	19.71	51.6	9.5	7.14	118.1	-6.3	3.4	41.385028	2.116483
42	266.79	987	19.71	51.9	9.6	7.12	117.3	-6.3	3.3	41.385085	2.116443
43	271.27	986.5	19.68	51.7	9.5	7.12	116.8	-6.4	3.2	41.385131	2.11642
44	277.45	985.8	19.66	51.9	9.5	7.14	116.7	-6.4	3.2	41.385137	2.116426
45	282.34	985.3	19.66	52.1	9.6	7.16	116.7	-6.4	3.2	41.385125	2.116426
46	289.07	984.5	19.55	52.3	9.5	7.17	116.8	-6.4	3.2	41.385103	2.11638
47	293.42	984	19.52	52.5	9.6	7.18	116.8	-6.4	3.2	41.385097	2.116317
48	300.06	983.2	19.41	52.6	9.5	7.15	116.6	-6.4	3.2	41.385114	2.116265
50	308.31	982.3	19.01	53.1	9.2	7.09	116.3	-6.4	3.1	41.385183	2.116185
51	314.05	981.6	18.9	53.4	9.2	7.02	116	-6.3	3.1	41.385194	2.116122
52	321.09	980.8	18.82	53.5	9.2	6.94	115.5	-6.3	3	41.385177	2.116059
53	325.6	980.3	18.79	53.9	9.3	6.86	115.1	-6.2	2.9	41.385154	2.116013
54	331.74	979.6	18.73	54.2	9.3	6.75	114.4	-6.2	2.8	41.385143	2.115962
55	336.21	979.1	18.68	54.3	9.3	6.65	113.8	-6.1	2.7	41.38516	2.11591
56	341.42	978.5	18.63	54.4	9.3	6.55	113	-6	2.6	41.385194	2.115876
57	345.57	978	18.63	54.3	9.2	6.48	112.1	-6	2.4	41.385229	2.115859
58	352.02	977.3	18.57	54.4	9.2	6.44	111.1	-6	2.3	41.385251	2.115819
59	355.61	976.9	18.55	54.4	9.2	6.41	110.4	-6	2.2	41.385263	2.115756
60	360.11	976.4	18.52	54.6	9.2	6.41	110	-6	2.2	41.385269	2.115698
61	366.09	975.7	18.44	54.6	9.1	6.43	109.8	-6.1	2.2	41.385263	2.115652
62	371.56	975.1	18.44	54.4	9.1	6.46	109.5	-6.1	2.2	41.385263	2.115624
63	376.01	974.6	18.41	54.4	9.1	6.47	109.5	-6.1	2.2	41.38528	2.115601
64	378.93	974.2	18.38	54.5	9.1	6.51	109.8	-6.1	2.2	41.385303	2.115566
65	384.58	973.6	18.3	54.3	8.9	6.55	110.3	-6.1	2.3	41.385343	2.115503
66	388.78	973.1	18.33	54.6	9	6.59	111	-6.2	2.4	41.385383	2.115435
67	394.4	972.5	18.28	54.9	9.1	6.57	111.7	-6.1	2.4	41.385406	2.115395
68	400.43	971.8	18.28	54	8.8	6.51	112.3	-6	2.5	41.385412	2.115383
69	405.11	971.3	18.3	54	8.8	6.42	112.9	-5.9	2.5	41.3854	2.115383
70	409.1	970.8	18.28	54.5	9	6.33	113.2	-5.8	2.5	41.385378	2.115383
71	415.08	970.1	18.22	54.6	8.9	6.22	113.3	-5.7	2.5	41.38536	2.115377
72	421.67	969.4	18.17	54.9	9	6.12	113.5	-5.6	2.4	41.385366	2.115366
73	427.13	968.8	18.14	55	9	6.02	113.8	-5.5	2.4	41.385372	2.115332
74	431.84	968.2	18.14	55.6	9.1	5.94	114	-5.4	2.4	41.385383	2.115297
75	437.5	967.6	18.12	54.9	8.9	5.86	114	-5.4	2.4	41.385412	2.115263
76	443.01	967	18.01	55.6	9	5.77	113.5	-5.3	2.3	41.385446	2.115217
77	449.3	966.3	17.96	55.8	9	5.67	112.6	-5.2	2.2	41.385469	2.115148
78	453.51	965.8	17.93	55.7	9	5.58	111.2	-5.2	2	41.385475	2.115085
79	459.08	965.2	17.85	55.7	8.9	5.51	109.4	-5.2	1.8	41.385486	2.115045
80	464.9	964.5	17.8	55.7	8.8	5.46	107.6	-5.2	1.7	41.385521	2.115028
81	470.45	963.9	17.72	55.9	8.8	5.45	105.9	-5.2	1.5	41.385549	2.114993
82	477.14	963.1	17.66	55.9	8.8	5.46	104.5	-5.3	1.4	41.385549	2.114959
83	483	962.5	17.61	56	8.7	5.49	103.3	-5.3	1.3	41.385532	2.114919
84	488.02	961.9	17.56	56	8.7	5.53	102	-5.4	1.2	41.385526	2.114867
85	492.73	961.4	17.51	56.3	8.7	5.58	100.7	-5.5	1	41.385526	2.114816
86	497.53	960.8	17.45	56.4	8.7	5.62	99.1	-5.6	0.9	41.385538	2.114793
87	503.42	960.2	17.32	56.6	8.6	5.67	97.6	-5.6	0.8	41.385572	2.114804
88	508.35	959.6	17.32	56.8	8.7	5.72	96.2	-5.7	0.6	41.385612	2.11481
89	515.2	958.8	17.22	57	8.6	5.75	94.9	-5.7	0.5	41.385624	2.114787
90	519.12	958.4	17.22	57.1	8.7	5.75	93.7	-5.7	0.4	41.385612	2.114741
91	523.67	957.9	17.16	57.1	8.6	5.72	92.4	-5.7	0.2	41.38559	2.114701
92	530.54	957.1	17.08	57.8	8.7	5.66	90.8	-5.7	0.1	41.38559	2.114684
93	535.62	956.6	17.06	57.9	8.7	5.6	89.1	-5.6	-0.1	41.385595	2.114673
94	541.71	955.9	16.98	57.7	8.6	5.53	87.3	-5.5	-0.3	41.385612	2.114638
95	547.28	955.2	16.9	57.8	8.5	5.45	85.4	-5.4	-0.4	41.385618	2.114569
96	551.97	954.7	16.87	58.4	8.7	5.35	83.4	-5.3	-0.6	41.385601	2.114489
97	559.09	953.9	16.82	59	8.8	5.21	81.4	-5.2	-0.8	41.385567	2.114432
98	562.77	953.5	16.77	59.1	8.7	5.06	79.3	-5	-0.9	41.385532	2.114398
99	568.06	952.9	16.69	59	8.6	4.93	77.4	-4.8	-1.1	41.385509	2.114363
100	573.24	952.3	16.64	59.6	8.7	4.82	75.8	-4.7	-1.2	41.385492	2.114317
101	578.43	951.8	16.61	59.7	8.7	4.72	74.2	-4.5	-1.3	41.385481	2.114294
102	584.59	951.1	16.51	59.5	8.6	4.61	72.9	-4.4	-1.4	41.385492	2.114294
103	590.8	950.4	16.43	59.8	8.6	4.5	71.7	-4.3	-1.4	41.385521	2.114283
104	598.07	949.6	16.35	60.6	8.7	4.42	70.4	-4.2	-1.5	41.385538	2.114243
105	604.58	948.8	16.28	60.8	8.7	4.37	68.8	-4.1	-1.6	41.385526	2.114191
106	609.1	948.3	16.2	61.1	8.7	4.33	66.7	-4	-1.7	41.385515	2.114128
107	614.14	947.8	16.17	61.6	8.8	4.26	64.7	-3.9	-1.8	41.385486	2.11406
108	620.48	947.1	16.12	61.7	8.8	4.17	62.9	-3.7	-1.9	41.385441	2.114014
109	626.22	946.4	16.04	62.1	8.8	4.05	61.5	-3.6	-1.9	41.385412	2.114014
110	629.93	946	16.04	62.6	8.9	3.91	60.2	-3.4	-1.9	41.3854	2.114014
111	635.38	945.4	16.02	62.8	8.9	3.75	58.9	-3.2	-1.9	41.385395	2.114014
112	640.95	944.8	16.25	63.3	9.3	3.59	57.5	-3	-1.9	41.385395	2.114014
113	647.28	944.1	16.33	63.8	9.5	3.45	56.3	-2.9	-1.9	41.385406	2.114014
114	653.84	943.4	16.17	63.9	9.3	3.34	55	-2.7	-1.9	41.385423	2.113997
115	660.02	942.7	16.22	64.7	9.6	3.23	53.3	-2.6	-1.9	41.385418	2.113968
116	665.03	942.1	16.2	65	9.6	3.09	51.2	-2.4	-1.9	41.385389	2.113962
117	670.31	941.5	16.17	65.2	9.6	2.91	49	-2.2	-1.9	41.385366	2.113985
118	676.62	940.8	16.15	65.4	9.7	2.73	47	-2	-1.9	41.385366	2.114019
119	681.54	940.3	16.12	65.5	9.7	2.56	45.2	-1.8	-1.8	41.385378	2.114025
120	686.58	939.7	16.07	65.5	9.6	2.42	43.5	-1.7	-1.8	41.385378	2.113997
121	692.35	939.1	16.07	66	9.7	2.29	42.2	-1.5	-1.7	41.38536	2.113974
122	698.69	938.4	16.02	66.1	9.7	2.17	41.4	-1.4	-1.6	41.385349	2.113979
123	704.22	937.8	15.94	66.1	9.6	2.08	40.8	-1.4	-1.6	41.385349	2.113979
124	709.41	937.2	15.94	66.1	9.6	2.01	39.5	-1.3	-1.6	41.385349	2.113951
125	714.66	936.6	15.86	66.2	9.6	1.94	37.1	-1.2	-1.5	41.385343	2.113905
126	719.15	936.1	15.86	66.3	9.6	1.84	34.7	-1	-1.5	41.385309	2.113876
127	724.53	935.6	15.84	66.5	9.6	1.73	33.7	-1	-1.4	41.38528	2.113888
128	729.26	935	15.79	66.8	9.6	1.64	35	-0.9	-1.3	41.385269	2.113916
129	735.8	934.3	15.74	66.8	9.6	1.61	37.8	-1	-1.3	41.385269	2.113934
130	741.91	933.6	15.71	66.8	9.6	1.63	40.5	-1.1	-1.2	41.385257	2.113922
131	747.63	933	15.63	67.1	9.6	1.67	42.3	-1.1	-1.2	41.385246	2.113916
132	752.38	932.5	15.61	67.2	9.6	1.71	43.4	-1.2	-1.2	41.385246	2.113916
133	756.8	932	15.58	67.1	9.5	1.75	44.4	-1.2	-1.3	41.385263	2.113899
134	762.19	931.4	15.56	67.3	9.5	1.81	45.6	-1.3	-1.3	41.385274	2.113859
135	767.51	930.8	15.53	67.3	9.5	1.88	46.8	-1.4	-1.3	41.385263	2.11383
136	772.96	930.2	15.48	67.4	9.5	1.95	48	-1.5	-1.3	41.385246	2.113842
137	777.6	929.7	15.45	67.5	9.5	2.02	49.3	-1.5	-1.3	41.38524	2.113865
138	783.42	929.1	15.4	67.7	9.5	2.07	50.4	-1.6	-1.3	41.385234	2.113876
139	788.56	928.5	15.33	67.7	9.4	2.12	51.2	-1.7	-1.3	41.385229	2.11387
140	793.52	928	15.35	67.6	9.4	2.18	52.1	-1.7	-1.3	41.385223	2.113865
141	799.22	927.4	15.25	67.7	9.3	2.24	53.5	-1.8	-1.3	41.38524	2.113848
142	804.37	926.8	15.25	67.6	9.3	2.31	55.2	-1.9	-1.3	41.385251	2.113813
143	809.56	926.2	15.25	67.6	9.3	2.41	56.6	-2	-1.3	41.38524	2.113785
144	814.88	925.6	15.33	66.8	9.2	2.5	57.1	-2.1	-1.4	41.385211	2.11379
145	819.61	925.1	15.35	66.7	9.2	2.54	57.1	-2.1	-1.4	41.385194	2.113807
146	826.31	924.4	15.38	65.7	9	2.54	57.7	-2.1	-1.4	41.385194	2.113813
147	830.96	923.9	15.53	64.7	8.9	2.54	59.2	-2.2	-1.3	41.385217	2.11379
148	837.29	923.2	15.53	64.6	8.9	2.57	61.1	-2.3	-1.2	41.385234	2.113767
149	845.34	922.3	15.66	60.5	8	2.66	62.5	-2.4	-1.2	41.385234	2.11375
150	848.97	921.9	15.71	59.4	7.8	2.76	63.5	-2.5	-1.2	41.385211	2.113733
151	853.88	921.4	15.68	59.1	7.7	2.86	64	-2.6	-1.3	41.385194	2.113722
152	860.67	920.7	15.63	59.3	7.7	2.94	64.1	-2.6	-1.3	41.385188	2.113699
153	866.74	920	15.56	59.4	7.7	2.99	64	-2.7	-1.3	41.385183	2.113664
154	870.03	919.7	15.53	59.3	7.6	3.01	64.6	-2.7	-1.3	41.385166	2.113618
155	876.01	919	15.48	58.3	7.3	3.02	66.3	-2.8	-1.2	41.38512	2.113573
156	882.89	918.3	15.43	58.9	7.4	3.06	68.3	-2.8	-1.1	41.385085	2.113555
157	889.67	917.5	15.38	58.3	7.2	3.15	69.5	-2.9	-1.1	41.385074	2.113561
158	897.03	916.7	15.35	57.8	7.1	3.24	69.7	-3	-1.1	41.385097	2.113578
159	900.86	916.3	15.35	57.2	6.9	3.34	69.5	-3.1	-1.2	41.38512	2.113573
160	906.76	915.7	15.3	57.1	6.9	3.43	69.3	-3.2	-1.2	41.38512	2.113527
161	910.17	915.3	15.28	57.5	6.9	3.5	69.5	-3.3	-1.2	41.385108	2.113469
162	913.49	915	15.22	57	6.8	3.54	70.1	-3.3	-1.2	41.385085	2.113429
163	918.28	914.4	15.22	56.1	6.5	3.57	71	-3.4	-1.2	41.385062	2.113412
164	924.58	913.8	15.22	56	6.5	3.59	71.5	-3.4	-1.1	41.385051	2.113418
165	930.55	913.1	15.2	55.9	6.5	3.59	71.4	-3.4	-1.1	41.385057	2.113424
166	935.47	912.6	15.15	55.9	6.4	3.57	71.2	-3.4	-1.2	41.38508	2.113429
167	941.82	911.9	15.12	55.9	6.4	3.54	71.3	-3.4	-1.1	41.385085	2.113424
168	946.37	911.4	15.07	56.1	6.4	3.51	72.1	-3.3	-1.1	41.385085	2.113406
169	951.23	910.9	15.05	56.1	6.4	3.52	73.5	-3.4	-1	41.38508	2.113361
170	957.15	910.2	14.97	56.2	6.3	3.53	75	-3.4	-0.9	41.385068	2.113298
171	963.99	909.5	14.92	56.4	6.3	3.51	76.2	-3.4	-0.8	41.385051	2.113257
172	970.38	908.8	14.87	56.7	6.4	3.47	76.6	-3.4	-0.8	41.385039	2.113246
173	976.68	908.2	14.82	56.7	6.3	3.41	76.5	-3.3	-0.8	41.385057	2.113246
174	984.04	907.4	14.72	57.1	6.3	3.37	76.4	-3.3	-0.8	41.385097	2.113235
175	988.85	906.8	14.72	57.5	6.4	3.38	76.9	-3.3	-0.8	41.38512	2.113217
176	994.58	906.2	14.64	57.6	6.4	3.45	77.4	-3.4	-0.7	41.385103	2.113206
177	999.54	905.7	14.56	57.6	6.3	3.55	77.4	-3.5	-0.8	41.385062	2.113206
178	1004.67	905.2	14.54	57.7	6.3	3.66	76.9	-3.6	-0.8	41.385022	2.113177
179	1010.4	904.5	14.46	58.2	6.4	3.75	76	-3.6	-0.9	41.385011	2.11312
180	1016.11	903.9	14.41	58.2	6.3	3.78	74.8	-3.7	-1	41.385017	2.113068
181	1023.37	903.1	14.36	58.5	6.3	3.77	73.3	-3.6	-1.1	41.385039	2.113028
182	1028.2	902.6	14.31	58.8	6.4	3.76	71.9	-3.6	-1.2	41.385057	2.113
183	1033.65	902.1	14.24	59.3	6.4	3.81	70.9	-3.6	-1.2	41.385051	2.113017
184	1038.92	901.5	14.19	59.5	6.4	3.92	70.2	-3.7	-1.3	41.385028	2.113051
185	1045.2	900.8	14.14	59.7	6.4	4.05	69	-3.8	-1.5	41.385017	2.113063
186	1051.56	900.1	14.08	59.8	6.4	4.14	67.3	-3.8	-1.6	41.385017	2.113045
187	1058.95	899.4	14.01	60	6.4	4.21	65.7	-3.8	-1.7	41.385028	2.113017
188	1063.09	898.9	13.96	60.2	6.4	4.27	64.5	-3.9	-1.8	41.385028	2.112971
189	1068.94	898.3	13.91	60.2	6.3	4.33	63.8	-3.9	-1.9	41.385028	2.112914
190	1073.78	897.8	13.86	60.4	6.3	4.42	63.3	-3.9	-2	41.385034	2.112862
191	1078.7	897.2	13.78	60.5	6.3	4.53	63	-4	-2.1	41.385022	2.112833
192	1085.86	896.5	13.73	60.8	6.3	4.67	62.8	-4.2	-2.1	41.384982	2.112839
193	1090.49	896	13.68	61	6.3	4.84	62.7	-4.3	-2.2	41.384948	2.112839
